director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
George Kennedy,George Kennedy,George Kennedy,George Kennedy,Comedy Drama,another happy day
Ed Speleers,Ed Speleers,Ed Speleers,Ed Speleers,Action Adventure Crime Thriller,a lonely place to die
David Hewlett,David Hewlett,David Hewlett,David Hewlett,Comedy Fantasy,nothing
Konstantin Khabenskiy,Konstantin Khabenskiy,Konstantin Khabenskiy,Konstantin Khabenskiy,Adventure Drama,the geographer drank his globe away
Blythe Danner,Blythe Danner,Blythe Danner,Blythe Danner,Drama Family History Musical,1776
Saad Siddiqui,Saad Siddiqui,Saad Siddiqui,Saad Siddiqui,Drama Mystery Romance Thriller,inescapable
Jean Harlow,Jean Harlow,Jean Harlow,Jean Harlow,Drama War,hell's angels
Debra Messing,Debra Messing,Debra Messing,Debra Messing,Comedy Drama Romance,purple violets
Lily Rabe,Lily Rabe,Lily Rabe,Lily Rabe,Horror,the veil
Robin McLeavy,Robin McLeavy,Robin McLeavy,Robin McLeavy,Horror Thriller,the loved ones
Kristen Quintrall,Kristen Quintrall,Kristen Quintrall,Kristen Quintrall,Horror,no vacancy
Eric Mabius,Eric Mabius,Eric Mabius,Eric Mabius,Comedy Romance,how to fall in love
Rachel Hendrix,Rachel Hendrix,Rachel Hendrix,Rachel Hendrix,Adventure Biography Drama Romance,the perfect wave
Morgan Freeman,Morgan Freeman,Morgan Freeman,Morgan Freeman,Adventure Drama History,ben-hur
Robert Shaw,Robert Shaw,Robert Shaw,Robert Shaw,Biography Drama History,a man for all seasons
Robert Duvall,Robert Duvall,Robert Duvall,Robert Duvall,Drama Romance,network
Hattie McDaniel,Hattie McDaniel,Hattie McDaniel,Hattie McDaniel,Drama History Romance War,gone with the wind
Tom Cullen,Tom Cullen,Tom Cullen,Tom Cullen,Biography Drama,desert dancer
James Coburn,James Coburn,James Coburn,James Coburn,Adventure War Western,major dundee
Snoop Dogg,Snoop Dogg,Snoop Dogg,Snoop Dogg,Drama,down for life
Keenan Wynn,Keenan Wynn,Keenan Wynn,Keenan Wynn,Biography Comedy Musical Romance Western,annie get your gun
Kayvan Novak,Kayvan Novak,Kayvan Novak,Kayvan Novak,Comedy Crime Drama,four lions
Fernanda Montenegro,Fernanda Montenegro,Fernanda Montenegro,Fernanda Montenegro,Drama,house of sand
Michael Kelly,Michael Kelly,Michael Kelly,Michael Kelly,Comedy Crime Drama,defendor
Gladys Cooper,Gladys Cooper,Gladys Cooper,Gladys Cooper,Adventure Comedy Musical Romance,the pirate
Alice Olivia Clarke,Alice Olivia Clarke,Alice Olivia Clarke,Alice Olivia Clarke,Drama,the good heart
Dominic Cooper,Dominic Cooper,Dominic Cooper,Dominic Cooper,Comedy Drama,the history boys
Liam Neeson,Liam Neeson,Liam Neeson,Liam Neeson,Action Mystery Thriller,unknown
David Ogden Stiers,David Ogden Stiers,David Ogden Stiers,David Ogden Stiers,Comedy Drama War,m*a*s*h            
Brenda Vaccaro,Brenda Vaccaro,Brenda Vaccaro,Brenda Vaccaro,Drama,midnight cowboy
Tom Wilkinson,Tom Wilkinson,Tom Wilkinson,Tom Wilkinson,Comedy Drama Music,the full monty
Peter Graves,Peter Graves,Peter Graves,Peter Graves,Comedy,airplane!
Michael Jai White,Michael Jai White,Michael Jai White,Michael Jai White,Action Thriller,chain of command
Nia Long,Nia Long,Nia Long,Nia Long,Comedy Drama,friday
Jada Pinkett Smith,Jada Pinkett Smith,Jada Pinkett Smith,Jada Pinkett Smith,Crime Drama Thriller,menace ii society
Ta'Rhonda Jones,Ta'Rhonda Jones,Ta'Rhonda Jones,Ta'Rhonda Jones,Drama Music,empire            
George Kennedy,George Kennedy,George Kennedy,George Kennedy,Comedy Fantasy Horror Thriller,creepshow 2
Slim Pickens,Slim Pickens,Slim Pickens,Slim Pickens,Comedy Drama Romance Western,the ballad of cable hogue
John Forsythe,John Forsythe,John Forsythe,John Forsythe,Biography Crime Drama History,in cold blood
Colleen Dewhurst,Colleen Dewhurst,Colleen Dewhurst,Colleen Dewhurst,Drama,the nun's story
Janet Leigh,Janet Leigh,Janet Leigh,Janet Leigh,Action Crime Drama Mystery Thriller,harper
Bernard Cribbins,Bernard Cribbins,Bernard Cribbins,Bernard Cribbins,Thriller,frenzy
Julian Richings,Julian Richings,Julian Richings,Julian Richings,Horror Mystery,the witch
Joe Estevez,Joe Estevez,Joe Estevez,Joe Estevez,Comedy,i got the hook up
John Mahoney,John Mahoney,John Mahoney,John Mahoney,Comedy Drama Romance,she's the one
Brendan Fraser,Brendan Fraser,Brendan Fraser,Brendan Fraser,Biography Drama,gods and monsters
Ricardo Darín,Ricardo Darín,Ricardo Darín,Ricardo Darín,Drama Mystery Thriller,the secret in their eyes
Greg Nicotero,Greg Nicotero,Greg Nicotero,Greg Nicotero,Horror,day of the dead
Gideon Emery,Gideon Emery,Gideon Emery,Gideon Emery,Horror Thriller,train
Ted Raimi,Ted Raimi,Ted Raimi,Ted Raimi,Comedy Fantasy Horror Thriller,evil dead ii
Wanda Sykes,Wanda Sykes,Wanda Sykes,Wanda Sykes,Action Adventure Comedy Musical,pootie tang
Ian Ziering,Ian Ziering,Ian Ziering,Ian Ziering,Horror,sharknado
Elpidia Carrillo,Elpidia Carrillo,Elpidia Carrillo,Elpidia Carrillo,Drama History,la otra conquista
Otto Jespersen,Otto Jespersen,Otto Jespersen,Otto Jespersen,Comedy Drama Fantasy Horror,trollhunter
Frances Conroy,Frances Conroy,Frances Conroy,Frances Conroy,Comedy Romance,ira & abby
Will Forte,Will Forte,Will Forte,Will Forte,Action Comedy Sci-Fi,the watch
Zooey Deschanel,Zooey Deschanel,Zooey Deschanel,Zooey Deschanel,Comedy Drama,winter passing
Jordana Brewster,Jordana Brewster,Jordana Brewster,Jordana Brewster,Action Comedy Romance,d.e.b.s.
Diahann Carroll,Diahann Carroll,Diahann Carroll,Diahann Carroll,Action Biography Crime Drama Family Fantasy,the masked saint
Alice Krige,Alice Krige,Alice Krige,Alice Krige,Crime Drama Mystery Thriller,the betrayed
Fisher Stevens,Fisher Stevens,Fisher Stevens,Fisher Stevens,Action Comedy Crime Thriller,taxman
James Nesbitt,James Nesbitt,James Nesbitt,James Nesbitt,Drama Thriller,the secret            
Teri Polo,Teri Polo,Teri Polo,Teri Polo,Horror Thriller,2:13
Michael Emerson,Michael Emerson,Michael Emerson,Michael Emerson,Action Animation Crime Sci-Fi Thriller,"batman: the dark knight returns, part 2"
Jane Goodall,Jane Goodall,Jane Goodall,Jane Goodall,Documentary,time to choose
Bashar Rahal,Bashar Rahal,Bashar Rahal,Bashar Rahal,Action Adventure Fantasy Thriller,in the name of the king: the last job
Alexa PenaVega,Alexa PenaVega,Alexa PenaVega,Alexa PenaVega,Action Crime Drama Thriller,wicked blood
Chris Brochu,Chris Brochu,Chris Brochu,Chris Brochu,Drama Thriller,dawn patrol
Ray Winstone,Ray Winstone,Ray Winstone,Ray Winstone,Crime Mystery Thriller,lords of london
Madeline Kahn,Madeline Kahn,Madeline Kahn,Madeline Kahn,Comedy,high anxiety
Morgan Freeman,Morgan Freeman,Morgan Freeman,Morgan Freeman,Documentary,march of the penguins
Kevin Spacey,Kevin Spacey,Kevin Spacey,Kevin Spacey,Biography Drama Thriller,margin call
Murray Bartlett,Murray Bartlett,Murray Bartlett,Murray Bartlett,Drama Romance,august
Anjelica Huston,Anjelica Huston,Anjelica Huston,Anjelica Huston,Comedy Drama,choke
J.K. Simmons,J.K. Simmons,J.K. Simmons,J.K. Simmons,Drama Music,whiplash
Alice Braga,Alice Braga,Alice Braga,Alice Braga,Crime Drama,city of god
Danny Dyer,Danny Dyer,Danny Dyer,Danny Dyer,Comedy Music,human traffic
Corbin Bleu,Corbin Bleu,Corbin Bleu,Corbin Bleu,Biography Drama Music,day one
James Franco,James Franco,James Franco,James Franco,Crime Drama Mystery,the dead girl
Thomas Bo Larsen,Thomas Bo Larsen,Thomas Bo Larsen,Thomas Bo Larsen,Drama,the hunt
Zack Ward,Zack Ward,Zack Ward,Zack Ward,Comedy Family,a christmas story
Armando Riesco,Armando Riesco,Armando Riesco,Armando Riesco,Drama Romance,bella
Roddy McDowall,Roddy McDowall,Roddy McDowall,Roddy McDowall,Action Crime Drama Thriller,class of 1984
Geoff Stults,Geoff Stults,Geoff Stults,Geoff Stults,Comedy,the opposite sex
Samantha Morton,Samantha Morton,Samantha Morton,Samantha Morton,Drama Romance,dreaming of joseph lees
François Bégaudeau,François Bégaudeau,François Bégaudeau,François Bégaudeau,Drama,the class
John Cassavetes,John Cassavetes,John Cassavetes,John Cassavetes,Drama Horror,rosemary's baby
Lee Marvin,Lee Marvin,Lee Marvin,Lee Marvin,Drama Western,the man who shot liberty valance
Peter Gallagher,Peter Gallagher,Peter Gallagher,Peter Gallagher,Drama Romance,adam
Catalina Sandino Moreno,Catalina Sandino Moreno,Catalina Sandino Moreno,Catalina Sandino Moreno,Crime Drama,maria full of grace
Goran Visnjic,Goran Visnjic,Goran Visnjic,Goran Visnjic,Comedy Drama Romance,beginners
Krista Allen,Krista Allen,Krista Allen,Krista Allen,Action Comedy Horror Thriller,feast
John Belushi,John Belushi,John Belushi,John Belushi,Comedy,animal house
Honor Blackman,Honor Blackman,Honor Blackman,Honor Blackman,Action Adventure Thriller,goldfinger
Sarah Gadon,Sarah Gadon,Sarah Gadon,Sarah Gadon,Horror Sci-Fi Thriller,antiviral
Donna Reed,Donna Reed,Donna Reed,Donna Reed,Drama Family Fantasy Romance,it's a wonderful life
Kelly Macdonald,Kelly Macdonald,Kelly Macdonald,Kelly Macdonald,Drama,trainspotting
Bernie Mac,Bernie Mac,Bernie Mac,Bernie Mac,Comedy Documentary,the original kings of comedy
Sprague Grayden,Sprague Grayden,Sprague Grayden,Sprague Grayden,Horror,paranormal activity 2
James Nesbitt,James Nesbitt,James Nesbitt,James Nesbitt,Comedy,waking ned devine
Michael Moore,Michael Moore,Michael Moore,Michael Moore,Crime Documentary Drama,bowling for columbine
Li Gong,Li Gong,Li Gong,Li Gong,Drama,coming home
Clu Gulager,Clu Gulager,Clu Gulager,Clu Gulager,Fantasy Horror,a nightmare on elm street 2: freddy's revenge
Julian Sands,Julian Sands,Julian Sands,Julian Sands,Drama Romance,a room with a view
Rhys Wakefield,Rhys Wakefield,Rhys Wakefield,Rhys Wakefield,Horror Sci-Fi Thriller,the purge
Danielle Kotch,Danielle Kotch,Danielle Kotch,Danielle Kotch,Horror Mystery,sinister
Nancy O'Dell,Nancy O'Dell,Nancy O'Dell,Nancy O'Dell,Biography Comedy Documentary,martin lawrence live: runteldat
Burl Ives,Burl Ives,Burl Ives,Burl Ives,Drama Romance,cat on a hot tin roof
Linda Harrison,Linda Harrison,Linda Harrison,Linda Harrison,Action Adventure Sci-Fi,beneath the planet of the apes
Kevin Zegers,Kevin Zegers,Kevin Zegers,Kevin Zegers,Comedy Drama Family Sport,air bud
Veronica Taylor,Veronica Taylor,Veronica Taylor,Veronica Taylor,Action Adventure Animation Family Fantasy Sci-Fi,pokémon 3: the movie
Tony Goldwyn,Tony Goldwyn,Tony Goldwyn,Tony Goldwyn,Horror Thriller,jason lives: friday the 13th part vi
William Holden,William Holden,William Holden,William Holden,Adventure Drama War,the bridge on the river kwai
Ariana Richards,Ariana Richards,Ariana Richards,Ariana Richards,Adventure Comedy Sci-Fi,spaced invaders
Ed Lauter,Ed Lauter,Ed Lauter,Ed Lauter,Comedy Thriller,family plot
Fred MacMurray,Fred MacMurray,Fred MacMurray,Fred MacMurray,Comedy Drama Romance,the apartment
Kane Hodder,Kane Hodder,Kane Hodder,Kane Hodder,Fantasy Horror Thriller,jason goes to hell: the final friday
Tamara Toumanova,Tamara Toumanova,Tamara Toumanova,Tamara Toumanova,Thriller,torn curtain
Common,Common,Common,Common,Comedy Documentary Music,dave chappelle's block party
Michael Fassbender,Michael Fassbender,Michael Fassbender,Michael Fassbender,Western,slow west
Blair Underwood,Blair Underwood,Blair Underwood,Blair Underwood,Comedy Drama Music,krush groove
Omari Hardwick,Omari Hardwick,Omari Hardwick,Omari Hardwick,Action Comedy Crime,next day air
Shirley Jones,Shirley Jones,Shirley Jones,Shirley Jones,Drama,elmer gantry
Maximilian Schell,Maximilian Schell,Maximilian Schell,Maximilian Schell,Drama War,judgment at nuremberg
Donald Faison,Donald Faison,Donald Faison,Donald Faison,Comedy,trippin'
Matthew Senreich,Matthew Senreich,Matthew Senreich,Matthew Senreich,Animation Comedy,robot chicken            
Montgomery Clift,Montgomery Clift,Montgomery Clift,Montgomery Clift,Action Adventure Romance Western,red river
Mo'Nique,Mo'Nique,Mo'Nique,Mo'Nique,Comedy,phat girlz
Seamus Davey-Fitzpatrick,Seamus Davey-Fitzpatrick,Seamus Davey-Fitzpatrick,Seamus Davey-Fitzpatrick,Drama Romance,before midnight
John Astin,John Astin,John Astin,John Astin,Comedy Fantasy,teen wolf too
Angus Scrimm,Angus Scrimm,Angus Scrimm,Angus Scrimm,Action Fantasy Horror Sci-Fi Thriller,phantasm ii
Loretta Devine,Loretta Devine,Loretta Devine,Loretta Devine,Drama,woman thou art loosed
America Ferrera,America Ferrera,America Ferrera,America Ferrera,Comedy Drama,real women have curves
Rachel Griffiths,Rachel Griffiths,Rachel Griffiths,Rachel Griffiths,Drama War,deadline gallipoli            
John Abraham,John Abraham,John Abraham,John Abraham,Drama Romance,water
Archie Panjabi,Archie Panjabi,Archie Panjabi,Archie Panjabi,Comedy Drama,east is east
Callie Thorne,Callie Thorne,Callie Thorne,Callie Thorne,Comedy Romance,whipped
Indira Varma,Indira Varma,Indira Varma,Indira Varma,Crime Drama History Romance,kama sutra: a tale of love
Oliver Platt,Oliver Platt,Oliver Platt,Oliver Platt,Comedy Drama,please give
Peter Ostrum,Peter Ostrum,Peter Ostrum,Peter Ostrum,Family Fantasy Musical,willy wonka & the chocolate factory
Julian Sands,Julian Sands,Julian Sands,Julian Sands,Fantasy Horror,warlock: the armageddon
Kristy Swanson,Kristy Swanson,Kristy Swanson,Kristy Swanson,Comedy Crime,8 heads in a duffel bag
Sam Shepard,Sam Shepard,Sam Shepard,Sam Shepard,Drama Romance,days of heaven
Matthew McConaughey,Matthew McConaughey,Matthew McConaughey,Matthew McConaughey,Drama,thirteen conversations about one thing
Julie Benz,Julie Benz,Julie Benz,Julie Benz,Comedy Crime Thriller,jawbreaker
Gary Oldman,Gary Oldman,Gary Oldman,Gary Oldman,Biography Drama,basquiat
Greta Gerwig,Greta Gerwig,Greta Gerwig,Greta Gerwig,Comedy Drama Romance,frances ha
Terry Pheto,Terry Pheto,Terry Pheto,Terry Pheto,Crime Drama,tsotsi
Philip Seymour Hoffman,Philip Seymour Hoffman,Philip Seymour Hoffman,Philip Seymour Hoffman,Comedy Drama,happiness
Eddie Griffin,Eddie Griffin,Eddie Griffin,Eddie Griffin,Comedy Documentary,dysfunktional family
Johnny Depp,Johnny Depp,Johnny Depp,Johnny Depp,Comedy Drama Horror,tusk
Min-sik Choi,Min-sik Choi,Min-sik Choi,Min-sik Choi,Drama Mystery Thriller,oldboy
Robyn Lively,Robyn Lively,Robyn Lively,Robyn Lively,Drama Family,letters to god
Gregory Smith,Gregory Smith,Gregory Smith,Gregory Smith,Action Comedy Thriller,hobo with a shotgun
Kevin Pollak,Kevin Pollak,Kevin Pollak,Kevin Pollak,Action Comedy,compadres
Bokeem Woodbine,Bokeem Woodbine,Bokeem Woodbine,Bokeem Woodbine,Comedy Crime Drama Thriller,freeway
William Morgan Sheppard,William Morgan Sheppard,William Morgan Sheppard,William Morgan Sheppard,Drama Family Western,love's abiding joy
Michael Fassbender,Michael Fassbender,Michael Fassbender,Michael Fassbender,Drama,fish tank
Greta Gerwig,Greta Gerwig,Greta Gerwig,Greta Gerwig,Comedy Drama Romance,damsels in distress
Craig T. Nelson,Craig T. Nelson,Craig T. Nelson,Craig T. Nelson,Horror Sci-Fi Thriller,creature            
Kirsten Dunst,Kirsten Dunst,Kirsten Dunst,Kirsten Dunst,Comedy Romance,bachelorette
Danny Pino,Danny Pino,Danny Pino,Danny Pino,Comedy Drama Horror Sci-Fi Thriller,braindead            
Virginia Madsen,Virginia Madsen,Virginia Madsen,Virginia Madsen,Drama Family Music,brave new girl
Michael Gross,Michael Gross,Michael Gross,Michael Gross,Comedy,tim and eric's billion dollar movie
George Kennedy,George Kennedy,George Kennedy,George Kennedy,Crime Drama Thriller,the gambler
Susan Hampshire,Susan Hampshire,Susan Hampshire,Susan Hampshire,Drama,the grand            
Alicja Bachleda,Alicja Bachleda,Alicja Bachleda,Alicja Bachleda,Comedy Drama Romance Sport,summer storm
Johnny Pacar,Johnny Pacar,Johnny Pacar,Johnny Pacar,Drama History War,fort mccoy
Matt Cohen,Matt Cohen,Matt Cohen,Matt Cohen,Horror Thriller,chain letter
Gretchen Mol,Gretchen Mol,Gretchen Mol,Gretchen Mol,Comedy Drama,just looking
Michael Biehn,Michael Biehn,Michael Biehn,Michael Biehn,Drama Sci-Fi Thriller,the divide
Aidan Quinn,Aidan Quinn,Aidan Quinn,Aidan Quinn,Drama Horror Romance,the eclipse
Frank Grillo,Frank Grillo,Frank Grillo,Frank Grillo,Horror Thriller,demonic
Neil Hopkins,Neil Hopkins,Neil Hopkins,Neil Hopkins,Comedy,my big fat independent movie
Johnny Depp,Johnny Depp,Johnny Depp,Johnny Depp,Adventure Family Fantasy,alice in wonderland
Taylor Negron,Taylor Negron,Taylor Negron,Taylor Negron,Comedy,the deported
Tom Everett Scott,Tom Everett Scott,Tom Everett Scott,Tom Everett Scott,Drama,tanner hall
John Savage,John Savage,John Savage,John Savage,Action Drama Thriller,open road
Christopher Meloni,Christopher Meloni,Christopher Meloni,Christopher Meloni,Comedy,they came together
French Stewart,French Stewart,French Stewart,French Stewart,Comedy,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo
Michael Jai White,Michael Jai White,Michael Jai White,Michael Jai White,Action Drama Sport,never back down 2: the beatdown
Lee Marvin,Lee Marvin,Lee Marvin,Lee Marvin,Crime Thriller,point blank
Stephanie Szostak,Stephanie Szostak,Stephanie Szostak,Stephanie Szostak,Comedy,four single fathers
Noel Gugliemi,Noel Gugliemi,Noel Gugliemi,Noel Gugliemi,Thriller,enter the dangerous mind
Julian Morris,Julian Morris,Julian Morris,Julian Morris,Drama Horror Mystery Thriller,something wicked
Bokeem Woodbine,Bokeem Woodbine,Bokeem Woodbine,Bokeem Woodbine,Thriller,awol-72
Everett McGill,Everett McGill,Everett McGill,Everett McGill,Adventure Crime Drama,iguana
Hayley Atwell,Hayley Atwell,Hayley Atwell,Hayley Atwell,Drama Family Fantasy Romance,cinderella
Mike Starr,Mike Starr,Mike Starr,Mike Starr,Action Adventure Crime Drama,chicago overcoat
Judy Greer,Judy Greer,Judy Greer,Judy Greer,Comedy Drama Romance,barry munday
Fernanda Montenegro,Fernanda Montenegro,Fernanda Montenegro,Fernanda Montenegro,Drama,central station
Ann-Margret,Ann-Margret,Ann-Margret,Ann-Margret,Comedy Drama,pocketful of miracles
Anthony L. Fernandez,Anthony L. Fernandez,Anthony L. Fernandez,Anthony L. Fernandez,Action Crime,close range
Dyan Cannon,Dyan Cannon,Dyan Cannon,Dyan Cannon,Comedy Romance,boynton beach club
Olivia Rose Keegan,Olivia Rose Keegan,Olivia Rose Keegan,Olivia Rose Keegan,Drama Horror Mystery Thriller,amnesiac
Greg Crowe,Greg Crowe,Greg Crowe,Greg Crowe,Documentary,freakonomics
Lee Remick,Lee Remick,Lee Remick,Lee Remick,Fantasy Horror Mystery,the omen
Cécile De France,Cécile De France,Cécile De France,Cécile De France,Horror,high tension
Maeve Dermody,Maeve Dermody,Maeve Dermody,Maeve Dermody,Comedy Drama Romance Sci-Fi,griff the invisible
Q'orianka Kilcher,Q'orianka Kilcher,Q'orianka Kilcher,Q'orianka Kilcher,Action Horror Thriller,unnatural
Isaac Hayes,Isaac Hayes,Isaac Hayes,Isaac Hayes,Crime Drama Music,hustle & flow
Nehemiah Persoff,Nehemiah Persoff,Nehemiah Persoff,Nehemiah Persoff,Comedy Music Romance,some like it hot
Kane Hodder,Kane Hodder,Kane Hodder,Kane Hodder,Horror,friday the 13th part vii: the new blood
Margaret Hamilton,Margaret Hamilton,Margaret Hamilton,Margaret Hamilton,Adventure Family Fantasy Musical,the wizard of oz
Madeline Kahn,Madeline Kahn,Madeline Kahn,Madeline Kahn,Comedy,young frankenstein
Megan Park,Megan Park,Megan Park,Megan Park,Horror,diary of the dead
Vidya Balan,Vidya Balan,Vidya Balan,Vidya Balan,Comedy Drama Romance,lage raho munna bhai
Peter Fonda,Peter Fonda,Peter Fonda,Peter Fonda,Drama,ulee's gold
Teri Garr,Teri Garr,Teri Garr,Teri Garr,Adventure Family Sport,the black stallion
Bhavkhandan Singh Rakhra,Bhavkhandan Singh Rakhra,Bhavkhandan Singh Rakhra,Bhavkhandan Singh Rakhra,Romance,sardaar ji
Iben Hjejle,Iben Hjejle,Iben Hjejle,Iben Hjejle,Action Adventure Animation Comedy Sci-Fi,journey to saturn
Lee Marvin,Lee Marvin,Lee Marvin,Lee Marvin,Adventure Comedy Romance,donovan's reef
Rijk de Gooyer,Rijk de Gooyer,Rijk de Gooyer,Rijk de Gooyer,Comedy Drama,the dress
Spencer Tracy,Spencer Tracy,Spencer Tracy,Spencer Tracy,Drama Fantasy Romance War,a guy named joe
Madeline Kahn,Madeline Kahn,Madeline Kahn,Madeline Kahn,Comedy Western,blazing saddles
Judie Aronson,Judie Aronson,Judie Aronson,Judie Aronson,Horror Thriller,friday the 13th: the final chapter
Joanna Kulig,Joanna Kulig,Joanna Kulig,Joanna Kulig,Drama,ida
Rupert Graves,Rupert Graves,Rupert Graves,Rupert Graves,Drama Romance,maurice
Joe Lo Truglio,Joe Lo Truglio,Joe Lo Truglio,Joe Lo Truglio,Comedy Sport,beer league
Johnny Depp,Johnny Depp,Johnny Depp,Johnny Depp,Drama Sci-Fi Thriller,the astronaut's wife
Gerry Lopez,Gerry Lopez,Gerry Lopez,Gerry Lopez,Documentary History Sport,riding giants
Karra Elejalde,Karra Elejalde,Karra Elejalde,Karra Elejalde,Horror Mystery Sci-Fi Thriller,timecrimes
Jack Kao,Jack Kao,Jack Kao,Jack Kao,Action Adventure Comedy,silver medallist
Brianna Brown,Brianna Brown,Brianna Brown,Brianna Brown,Horror Thriller,timber falls
Rita Moreno,Rita Moreno,Rita Moreno,Rita Moreno,Comedy Musical Romance,singin' in the rain
Joe Cross,Joe Cross,Joe Cross,Joe Cross,Documentary,"fat, sick & nearly dead"
Essence Atkins,Essence Atkins,Essence Atkins,Essence Atkins,Comedy Fantasy,a haunted house
Barack Obama,Barack Obama,Barack Obama,Barack Obama,Documentary,2016: obama's america
Scout Taylor-Compton,Scout Taylor-Compton,Scout Taylor-Compton,Scout Taylor-Compton,Horror,halloween ii
Tom Hanks,Tom Hanks,Tom Hanks,Tom Hanks,Comedy Drama Music,that thing you do!
Tom Atkins,Tom Atkins,Tom Atkins,Tom Atkins,Horror Mystery Sci-Fi,halloween iii: season of the witch
Roddy McDowall,Roddy McDowall,Roddy McDowall,Roddy McDowall,Action Sci-Fi,escape from the planet of the apes
Patricia Neal,Patricia Neal,Patricia Neal,Patricia Neal,Drama,hud
David Jason Perez,David Jason Perez,David Jason Perez,David Jason Perez,Comedy Documentary,kevin hart: let me explain
Keanu Reeves,Keanu Reeves,Keanu Reeves,Keanu Reeves,Drama,my own private idaho
Armando Riesco,Armando Riesco,Armando Riesco,Armando Riesco,Comedy Drama Romance,garden state
Hanno Pöschl,Hanno Pöschl,Hanno Pöschl,Hanno Pöschl,Drama Romance,before sunrise
Patrick Huard,Patrick Huard,Patrick Huard,Patrick Huard,Action Drama Horror Thriller,sur le seuil
Billy Crudup,Billy Crudup,Billy Crudup,Billy Crudup,Drama,jesus' son
Joan Chen,Joan Chen,Joan Chen,Joan Chen,Comedy Drama Romance,saving face
Satish Kaushik,Satish Kaushik,Satish Kaushik,Satish Kaushik,Drama,brick lane
Frank Langella,Frank Langella,Frank Langella,Frank Langella,Comedy Crime Drama Sci-Fi,robot & frank
Sarah Polley,Sarah Polley,Sarah Polley,Sarah Polley,Drama Romance,my life without me
Shailene Woodley,Shailene Woodley,Shailene Woodley,Shailene Woodley,Comedy Drama Romance,the spectacular now
William Hurt,William Hurt,William Hurt,William Hurt,Comedy Family Musical Romance Short,marilyn hotchkiss' ballroom dancing and charm school
Bill Maher,Bill Maher,Bill Maher,Bill Maher,Comedy Documentary War,religulous
Larry David,Larry David,Larry David,Larry David,Documentary,fuel
Bruce McGill,Bruce McGill,Bruce McGill,Bruce McGill,Drama,valley of the heart's delight
Gary Cole,Gary Cole,Gary Cole,Gary Cole,Comedy Sport,dodgeball: a true underdog story
Katharine Ross,Katharine Ross,Katharine Ross,Katharine Ross,Comedy Drama Family,eye of the dolphin
Dustin Lance Black,Dustin Lance Black,Dustin Lance Black,Dustin Lance Black,Documentary,8: the mormon proposition
Larry Miller,Larry Miller,Larry Miller,Larry Miller,Comedy Drama Romance,the other end of the line
Benno Fürmann,Benno Fürmann,Benno Fürmann,Benno Fürmann,Horror Thriller,anatomy
Leonor Varela,Leonor Varela,Leonor Varela,Leonor Varela,Drama Romance Sci-Fi Thriller,sleep dealer
Linda Cardellini,Linda Cardellini,Linda Cardellini,Linda Cardellini,Comedy Crime Drama,super
Ashley Scott,Ashley Scott,Ashley Scott,Ashley Scott,Comedy Drama Family Romance,christmas mail
Clifton Collins Jr.,Clifton Collins Jr.,Clifton Collins Jr.,Clifton Collins Jr.,Comedy Horror,stung
Natasha Lyonne,Natasha Lyonne,Natasha Lyonne,Natasha Lyonne,Horror,antibirth
Bernie Mac,Bernie Mac,Bernie Mac,Bernie Mac,Drama History,get on the bus
Marc Blucas,Marc Blucas,Marc Blucas,Marc Blucas,Drama Horror Mystery Thriller,thr3e
Anthony 'Citric' Campos,Anthony 'Citric' Campos,Anthony 'Citric' Campos,Anthony 'Citric' Campos,Adventure Comedy Sci-Fi,idiocracy
Simon Merrells,Simon Merrells,Simon Merrells,Simon Merrells,Crime Drama,the rise of the krays
Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham,Crime Drama,this is england
Julian Glover,Julian Glover,Julian Glover,Julian Glover,Comedy Sci-Fi,alien uprising
Esther Williams,Esther Williams,Esther Williams,Esther Williams,Comedy Musical,bathing beauty
Jossara Jinaro,Jossara Jinaro,Jossara Jinaro,Jossara Jinaro,Drama Musical,go for it!
Ethan Embry,Ethan Embry,Ethan Embry,Ethan Embry,Comedy Drama Family,"dancer, texas pop. 81"
Agnes Moorehead,Agnes Moorehead,Agnes Moorehead,Agnes Moorehead,Drama Family Musical Romance,show boat
Tom Skerritt,Tom Skerritt,Tom Skerritt,Tom Skerritt,Drama,redemption road
Topher Grace,Topher Grace,Topher Grace,Topher Grace,Thriller,the calling
Jon Lovitz,Jon Lovitz,Jon Lovitz,Jon Lovitz,Adventure Animation Comedy Family Fantasy Musical,the brave little toaster
Leopold Stokowski,Leopold Stokowski,Leopold Stokowski,Leopold Stokowski,Animation Family Fantasy Music,fantasia
Roy Scheider,Roy Scheider,Roy Scheider,Roy Scheider,Action Crime Drama Thriller,the french connection
Nicole Smolen,Nicole Smolen,Nicole Smolen,Nicole Smolen,Drama Thriller,8 days
Richard Brooker,Richard Brooker,Richard Brooker,Richard Brooker,Horror Thriller,friday the 13th part iii
Tiffany Helm,Tiffany Helm,Tiffany Helm,Tiffany Helm,Horror Mystery Thriller,friday the 13th: a new beginning
Henry Thomas,Henry Thomas,Henry Thomas,Henry Thomas,Drama,the last sin eater
Alexa PenaVega,Alexa PenaVega,Alexa PenaVega,Alexa PenaVega,Drama,do you believe?
